87.780	88.380	You
88.380	89.820	heard
89.820	90.360	it
90.360	90.960	Darling
90.960	91.740	you
91.740	92.260	were
92.260	93.880	perfect
93.880	94.860	tonight
100.800	101.400	Well
101.400	101.580	I
101.580	102.040	found
102.040	102.300	a
102.300	103.140	woman
104.680	105.880	Stronger
105.880	106.040	than
106.040	106.880	anyone
106.880	107.360	I
107.360	107.680	know
107.680	109.120	She
109.120	109.520	shares
109.520	109.780	my
109.780	110.360	dreams
110.360	110.820	I
110.820	111.340	hope
111.340	111.660	that
111.660	112.240	someday
112.240	112.940	I'll
112.940	113.240	share
113.240	113.740	her
113.740	114.620	home
116.090	116.660	I
116.660	117.100	found
117.100	117.340	a
117.340	118.180	lover
119.760	120.900	To
120.900	121.240	carry
121.240	121.800	more
121.800	122.200	than
122.200	122.780	just
122.780	123.100	my
123.100	123.720	secrets
124.210	124.780	To
124.780	125.060	carry
125.060	125.740	love,
125.880	126.340	to
126.340	126.620	carry
126.620	127.520	children
127.520	128.560	of
128.560	128.900	our
128.900	130.140	own
130.140	131.100	We
131.100	131.280	are
131.280	131.560	still
131.560	131.980	kids
131.980	132.280	but
132.280	132.660	we're
132.660	132.960	so
132.960	134.020	in
134.020	134.900	love
134.900	135.920	Fighting
135.920	137.100	against
137.100	137.840	all
137.840	138.900	odds
138.900	139.580	I
139.580	139.940	know
139.940	140.460	it'll
140.460	140.740	be
140.740	142.400	alright
142.400	143.980	this
143.980	145.920	time
145.920	147.320	Darling
147.320	147.840	just
147.840	148.420	hold
148.420	149.200	my
149.200	150.100	hand
150.100	150.580	Be
150.580	151.020	my
151.020	151.320	girl,
151.440	152.040	be
152.040	153.060	your
153.060	153.720	man
153.720	154.700	I'll
154.700	154.980	see
154.980	155.300	my
155.300	156.320	future
156.320	157.980	in
157.980	158.600	your
158.600	159.900	eyes
159.900	161.780	Baby
161.780	164.780	I'm
164.780	165.580	dancing
165.580	166.380	in
166.380	166.680	the
166.680	167.300	dark
168.080	168.740	With
168.740	169.040	you
169.040	169.720	between
169.720	170.480	my
170.480	171.360	arms
172.300	173.360	Barefoot
173.360	173.940	on
173.940	174.220	the
174.220	174.940	grass
176.160	176.820	Listening
176.820	177.440	to
177.440	177.980	our
177.980	178.520	favorite
178.520	179.020	song
179.020	179.600	When
179.600	179.880	I
179.880	180.340	saw
180.340	180.860	you
180.860	181.520	in
181.520	181.820	that
181.820	182.400	dress
182.400	183.240	Looking
183.240	183.720	so
183.720	184.840	beautiful
184.840	185.680	I
185.680	186.340	don't
186.340	187.680	deserve
187.680	188.920	this
188.920	189.500	Darling
189.500	190.240	you
190.240	190.760	were
190.760	192.380	perfect
192.380	193.380	tonight
198.700	200.100	Darling
207.300	208.700	Baby
208.700	210.100	I'm
210.100	211.040	dancing
211.040	211.880	in
211.880	212.140	the
212.140	212.900	dark
212.900	214.180	With
214.180	214.540	you
214.540	215.120	between
215.120	216.140	my
216.140	216.780	arms
217.300	218.920	Barefoot
218.920	219.380	on
219.380	219.700	the
219.700	220.400	grass
221.300	222.240	Listening
222.240	222.960	to
222.960	223.460	our
223.460	224.020	favorite
224.020	224.520	song
224.520	225.160	I
225.160	225.400	have
225.400	225.960	faith
225.960	226.380	in
226.380	226.740	what
226.740	227.220	I
227.220	227.680	see
227.680	228.600	Now
228.600	228.900	I
228.900	229.180	know
229.180	229.760	I
229.760	230.120	have
230.120	230.880	met
230.880	231.260	an
231.260	232.300	angel
232.300	233.000	In
233.000	234.160	person
234.160	234.940	and
234.940	235.320	she
235.320	236.260	looks
236.260	237.820	perfect
237.900	238.600	I
238.600	239.480	don't
239.480	240.780	deserve
240.780	242.020	this
242.020	243.060	You
243.060	243.880	look
243.880	245.500	perfect
245.500	246.420	tonight
259.980	261.380	You
